Week_Ending,Account_ID,Account_Type,Asset_Class,Industry_Sector,Ticker,Holding_Name,Market_Value,Weekly_Return_USD,Weekly_Return_Pct,Actual_Performance,Predicted_Performance,Predicted_Probability
2025-03-25,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,21315.48,-300.88,-0.0139,0,0,0.1966
2025-03-25,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6947.05,1.87,0.0003,1,1,0.7188
2025-03-25,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16748.54,-4.57,-0.0003,0,0,0.3683
2025-03-25,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,24431.81,-413.62,-0.0166,0,0,0.2045
2025-03-25,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,23440.92,-4063.76,-0.1477,0,0,0.217
2025-03-25,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,9703.18,238.53,0.0252,1,1,0.5116
2025-03-25,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18285.97,20.04,0.0011,1,1,0.7252
2025-03-25,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,17742.75,-407.66,-0.0225,0,0,0.1033
2025-03-25,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13663.7,-10.82,-0.0008,0,1,0.5178
2025-03-25,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,24431.23,-301.92,-0.0122,0,0,0.1913
2025-03-25,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19336.56,59.41,0.0031,1,1,0.5524
2025-03-25,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16649.61,11.06,0.0007,1,1,0.9402
2025-04-01,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,10868.17,-304.87,-0.0273,0,0,0.4255
2025-04-01,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6303.07,-527.79,-0.0773,0,0,0.0708
2025-04-01,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11033.76,49.29,0.0045,1,1,0.8443
2025-04-01,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,15574.16,-368.73,-0.0231,0,0,0.2325
2025-04-01,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,25260.61,596.23,0.0242,1,1,0.8382
2025-04-01,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22428.7,82.29,0.0037,1,1,0.7138
2025-04-01,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",15860.92,-136.08,-0.0085,0,0,0.1304
2025-04-01,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21314.27,66.12,0.0031,1,1,1.0
2025-04-01,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,22721.91,1406.43,0.066,1,1,0.561
2025-04-01,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6956.06,9.01,0.0013,1,1,0.7786
2025-04-01,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16750.69,2.14,0.0001,1,1,0.8179
2025-04-01,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,25108.99,677.17,0.0277,1,1,0.7692
2025-04-01,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,23248.91,-192.01,-0.0082,0,1,0.507
2025-04-01,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,10345.21,642.03,0.0662,1,1,0.8157
2025-04-01,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18291.5,5.53,0.0003,1,1,0.7293
2025-04-01,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,18694.04,951.3,0.0536,1,1,0.9812
2025-04-01,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13672.89,9.19,0.0007,1,1,0.6344
2025-04-01,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,24781.72,350.49,0.0143,1,1,0.8362
2025-04-01,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19184.21,-152.35,-0.0079,0,0,0.1441
2025-04-01,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16754.6,104.99,0.0063,1,1,0.7665
2025-04-08,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,11067.65,199.48,0.0184,1,1,0.6224
2025-04-08,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6405.6,102.53,0.0163,1,1,0.9588
2025-04-08,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11013.72,-20.04,-0.0018,0,0,0.4687
2025-04-08,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,14375.59,-1198.57,-0.077,0,0,0.3457
2025-04-08,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,26549.86,1289.25,0.051,1,1,0.6022
2025-04-08,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22488.66,59.95,0.0027,1,1,0.8176
2025-04-08,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",15390.24,-470.68,-0.0297,0,0,0.3031
2025-04-08,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21266.05,-48.22,-0.0023,0,0,0.2229
2025-04-08,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,22385.78,-336.14,-0.0148,0,0,0.1762
2025-04-08,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6955.42,-0.64,-0.0001,0,0,0.0
2025-04-08,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16753.35,2.66,0.0002,1,1,0.8581
2025-04-08,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,25684.99,576.01,0.0229,1,1,0.6824
2025-04-08,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,23371.17,122.26,0.0053,1,1,0.8069
2025-04-08,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,10449.67,104.46,0.0101,1,1,0.8621
2025-04-08,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18292.37,0.87,0.0,1,1,0.6759
2025-04-08,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,20224.78,1530.74,0.0819,1,1,0.8665
2025-04-08,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13624.5,-48.38,-0.0035,0,0,0.4409
2025-04-08,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,23390.27,-1391.45,-0.0561,0,0,0.0795
2025-04-08,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19185.16,0.95,0.0,1,1,0.6053
2025-04-08,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16769.38,14.78,0.0009,1,1,0.831
2025-04-15,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,11185.36,117.71,0.0106,1,1,0.7712
2025-04-15,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6103.61,-301.99,-0.0471,0,0,0.129
2025-04-15,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11079.0,65.28,0.0059,1,1,0.5775
2025-04-15,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,15216.0,840.42,0.0585,1,0,0.4458
2025-04-15,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,30189.61,3639.75,0.1371,1,1,0.8401
2025-04-15,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22351.9,-136.76,-0.0061,0,0,0.0
2025-04-15,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",15474.12,83.88,0.0055,1,1,0.6096
2025-04-15,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21358.6,92.55,0.0044,1,1,0.5634
2025-04-15,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,22639.15,253.38,0.0113,1,1,0.7977
2025-04-15,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6953.92,-1.5,-0.0002,0,0,0.4259
2025-04-15,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16754.56,1.21,0.0001,1,1,0.6543
2025-04-15,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,25345.21,-339.78,-0.0132,0,0,0.317
2025-04-15,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,21673.12,-1698.05,-0.0727,0,0,0.0
2025-04-15,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,10916.95,467.28,0.0447,1,1,0.8414
2025-04-15,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18310.65,18.28,0.001,1,1,0.8788
2025-04-15,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,20762.49,537.71,0.0266,1,1,0.6858
2025-04-15,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13608.46,-16.04,-0.0012,0,0,0.1607
2025-04-15,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,22921.18,-469.1,-0.0201,0,0,0.1805
2025-04-15,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19367.43,182.27,0.0095,1,1,0.6536
2025-04-15,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16693.09,-76.29,-0.0045,0,0,0.1845
2025-04-22,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,11491.65,306.29,0.0274,1,0,0.4584
2025-04-22,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6243.01,139.4,0.0228,1,1,0.7394
2025-04-22,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11090.54,11.54,0.001,1,1,0.8831
2025-04-22,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,16437.36,1221.36,0.0803,1,1,0.8388
2025-04-22,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,30988.78,799.17,0.0265,1,1,0.821
2025-04-22,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22606.52,254.62,0.0114,1,0,0.4683
2025-04-22,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16239.78,765.66,0.0495,1,1,0.7976
2025-04-22,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21279.56,-79.04,-0.0037,0,0,0.0713
2025-04-22,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,22902.75,263.6,0.0116,1,1,0.8246
2025-04-22,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6957.99,4.08,0.0006,1,1,0.6836
2025-04-22,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16763.0,8.44,0.0005,1,1,0.8691
2025-04-22,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,26477.79,1132.58,0.0447,1,1,0.8741
2025-04-22,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,21954.89,281.77,0.013,1,1,0.9271
2025-04-22,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,11081.49,164.54,0.0151,1,1,0.7457
2025-04-22,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18311.13,0.47,0.0,1,1,0.7927
2025-04-22,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,20859.91,97.42,0.0047,1,1,0.8125
2025-04-22,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13636.15,27.68,0.002,1,1,0.6947
2025-04-22,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,22959.79,38.61,0.0017,1,1,0.9123
2025-04-22,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19423.75,56.32,0.0029,1,1,0.9858
2025-04-22,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16681.69,-11.4,-0.0007,0,1,0.5114
2025-04-29,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,11374.55,-117.1,-0.0102,0,0,0.0522
2025-04-29,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6011.71,-231.3,-0.037,0,0,0.3443
2025-04-29,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11090.04,-0.5,-0.0,0,1,0.5304
2025-04-29,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,16130.26,-307.1,-0.0187,0,0,0.2043
2025-04-29,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,32023.44,1034.66,0.0334,1,1,0.9403
2025-04-29,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22606.71,0.19,0.0,1,1,0.969
2025-04-29,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16545.04,305.26,0.0188,1,1,0.7971
2025-04-29,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21250.12,-29.44,-0.0014,0,0,0.0101
2025-04-29,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,24981.75,2079.0,0.0908,1,1,0.7239
2025-04-29,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6963.0,5.01,0.0007,1,1,0.6036
2025-04-29,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16755.12,-7.89,-0.0005,0,0,0.0
2025-04-29,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,26430.16,-47.62,-0.0018,0,0,0.0
2025-04-29,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,21054.04,-900.85,-0.041,0,0,0.4676
2025-04-29,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,11541.95,460.46,0.0416,1,1,0.9264
2025-04-29,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18303.89,-7.24,-0.0004,0,0,0.0
2025-04-29,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,21426.23,566.31,0.0271,1,1,0.695
2025-04-29,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13669.08,32.93,0.0024,1,1,0.7413
2025-04-29,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,23456.47,496.68,0.0216,1,1,0.775
2025-04-29,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19576.09,152.33,0.0078,1,1,0.5893
2025-04-29,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16688.43,6.74,0.0004,1,1,0.5722
2025-05-06,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,11891.88,517.32,0.0455,1,1,0.8815
2025-05-06,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,5689.64,-322.07,-0.0536,0,0,0.492
2025-05-06,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11035.43,-54.61,-0.0049,0,0,0.3562
2025-05-06,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,17009.55,879.29,0.0545,1,1,0.6113
2025-05-06,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,29225.98,-2797.46,-0.0874,0,0,0.192
2025-05-06,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22790.44,183.73,0.0081,1,1,0.978
2025-05-06,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16270.79,-274.25,-0.0166,0,0,0.2475
2025-05-06,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21250.57,0.44,0.0,1,1,0.7881
2025-05-06,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,26841.94,1860.19,0.0745,1,1,0.8551
2025-05-06,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6963.2,0.19,0.0,1,1,0.7116
2025-05-06,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16753.59,-1.52,-0.0001,0,0,0.1358
2025-05-06,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,26110.31,-319.85,-0.0121,0,0,0.3596
2025-05-06,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,23144.69,2090.65,0.0993,1,1,0.9123
2025-05-06,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,12013.42,471.46,0.0408,1,1,0.5984
2025-05-06,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18307.9,4.01,0.0002,1,1,0.6961
2025-05-06,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,22679.4,1253.17,0.0585,1,1,0.6056
2025-05-06,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13716.48,47.4,0.0035,1,1,0.7045
2025-05-06,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,24118.73,662.26,0.0282,1,1,0.9779
2025-05-06,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19538.8,-37.29,-0.0019,0,0,0.4287
2025-05-06,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16683.11,-5.33,-0.0003,0,0,0.1257
2025-05-13,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,12098.53,206.66,0.0174,1,1,0.7947
2025-05-13,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,5848.76,159.12,0.028,1,1,0.7861
2025-05-13,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11063.0,27.56,0.0025,1,1,0.8427
2025-05-13,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,17061.97,52.41,0.0031,1,1,0.7729
2025-05-13,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,32371.83,3145.86,0.1076,1,1,0.9101
2025-05-13,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22770.88,-19.56,-0.0009,0,0,0.1943
2025-05-13,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16568.08,297.29,0.0183,1,1,0.6865
2025-05-13,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21169.93,-80.64,-0.0038,0,0,0.1546
2025-05-13,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,25317.15,-1524.79,-0.0568,0,0,0.2455
2025-05-13,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6960.39,-2.8,-0.0004,0,0,0.3081
2025-05-13,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16756.56,2.96,0.0002,1,1,0.7012
2025-05-13,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,26774.38,664.06,0.0254,1,1,0.5099
2025-05-13,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,24103.02,958.33,0.0414,1,1,0.6557
2025-05-13,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,11863.77,-149.64,-0.0125,0,0,0.0
2025-05-13,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18312.23,4.33,0.0002,1,1,0.8126
2025-05-13,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,21967.39,-712.01,-0.0314,0,0,0.2049
2025-05-13,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13779.96,63.48,0.0046,1,1,0.8296
2025-05-13,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,25233.47,1114.74,0.0462,1,1,0.5764
2025-05-13,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19603.65,64.86,0.0033,1,1,0.8775
2025-05-13,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16771.41,88.3,0.0053,1,1,0.5427
2025-05-20,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,12421.02,322.49,0.0267,1,0,0.4111
2025-05-20,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6831.82,983.07,0.1681,1,1,0.5563
2025-05-20,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11174.71,111.71,0.0101,1,1,0.9575
2025-05-20,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,17456.83,394.86,0.0231,1,1,0.6969
2025-05-20,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,32843.35,471.52,0.0146,1,1,0.8501
2025-05-20,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22810.69,39.8,0.0017,1,0,0.3883
2025-05-20,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16917.22,349.14,0.0211,1,1,0.6132
2025-05-20,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21289.33,119.4,0.0056,1,1,0.7986
2025-05-20,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,24187.7,-1129.45,-0.0446,0,0,0.0026
2025-05-20,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6963.79,3.39,0.0005,1,1,0.7172
2025-05-20,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16771.86,15.31,0.0009,1,1,0.7988
2025-05-20,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,26689.07,-85.3,-0.0032,0,0,0.1649
2025-05-20,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,25099.04,996.02,0.0413,1,1,1.0
2025-05-20,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,11302.53,-561.24,-0.0473,0,0,0.3256
2025-05-20,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18315.82,3.58,0.0002,1,1,1.0
2025-05-20,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,22634.85,667.46,0.0304,1,1,0.7404
2025-05-20,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13744.84,-35.12,-0.0025,0,0,0.2776
2025-05-20,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,25236.26,2.79,0.0001,1,1,0.7774
2025-05-20,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19542.4,-61.25,-0.0031,0,0,0.2239
2025-05-20,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16677.75,-93.66,-0.0056,0,0,0.2272
2025-05-27,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,12857.09,436.07,0.0351,1,1,1.0
2025-05-27,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,7147.87,316.05,0.0463,1,1,0.7364
2025-05-27,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11097.69,-77.02,-0.0069,0,0,0.3375
2025-05-27,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,17111.13,-345.69,-0.0198,0,0,0.2874
2025-05-27,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,31517.11,-1326.24,-0.0404,0,1,0.5662
2025-05-27,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22790.76,-19.93,-0.0009,0,0,0.4175
2025-05-27,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16242.61,-674.62,-0.0399,0,0,0.3702
2025-05-27,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21285.28,-4.04,-0.0002,0,0,0.1955
2025-05-27,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,24424.93,237.22,0.0098,1,1,0.6635
2025-05-27,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6960.26,-3.52,-0.0005,0,0,0.2671
2025-05-27,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16772.79,0.92,0.0001,1,1,0.8046
2025-05-27,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,26765.01,75.93,0.0028,1,1,0.6978
2025-05-27,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,25998.2,899.16,0.0358,1,1,0.6016
2025-05-27,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,11402.66,100.13,0.0089,1,1,0.855
2025-05-27,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18315.41,-0.41,-0.0,0,0,0.1037
2025-05-27,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,24306.69,1671.84,0.0739,1,1,0.8133
2025-05-27,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13828.29,83.45,0.0061,1,1,0.7965
2025-05-27,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,24785.95,-450.32,-0.0178,0,0,0.0416
2025-05-27,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19386.49,-155.91,-0.008,0,0,0.0191
2025-05-27,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16786.5,108.76,0.0065,1,1,0.5501
2025-06-03,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,12922.98,65.89,0.0051,1,1,0.6483
2025-06-03,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6370.07,-777.8,-0.1088,0,0,0.2275
2025-06-03,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11214.95,117.26,0.0106,1,1,0.8811
2025-06-03,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,17000.38,-110.76,-0.0065,0,0,0.41
2025-06-03,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,32659.55,1142.44,0.0362,1,1,0.9246
2025-06-03,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22818.46,27.71,0.0012,1,0,0.3753
2025-06-03,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16314.03,71.43,0.0044,1,1,0.5891
2025-06-03,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21286.25,0.97,0.0,1,1,0.9675
2025-06-03,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,25699.94,1275.02,0.0522,1,1,0.7549
2025-06-03,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6958.04,-2.22,-0.0003,0,0,0.2323
2025-06-03,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16778.52,5.74,0.0003,1,1,0.8409
2025-06-03,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,27822.19,1057.18,0.0395,1,1,1.0
2025-06-03,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,24771.16,-1227.04,-0.0472,0,0,0.1156
